DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241407120,3/8/2024 0:00,3/8/2024 0:00,230,14,Pacific,1466,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0401 2000,70,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7100    ALVERSTONE                   AV,,33.9765,-118.3971
242009338,5/30/2024 0:00,5/30/2024 0:00,915,20,Olympic,2031,1,330,BURGLARY FROM VEHICLE,1822 0344 0352 1221 1307,51,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,3900    WILSHIRE                     BL,,34.0617,-118.3115
240913037,11/15/2024 0:00,11/14/2024 0:00,2300,9,Van Nuys,935,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1300 1310 0430 1402,48,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,14100    DELANO                       ST,,34.1827,-118.44
242004536,1/1/2024 0:00,1/1/2024 0:00,630,20,Olympic,2025,1,330,BURGLARY FROM VEHICLE,1822 0344,40,F,A,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,300 S  MARIPOSA                     AV,,34.069,-118.2991
240218299,12/28/2024 0:00,12/22/2024 0:00,1900,2,Rampart,279,1,330,BURGLARY FROM VEHICLE,1300 1609 1307 1822 0344,23,F,K,101,STREET,,,IC,Invest Cont,330,,,,1300 W  OLYMPIC                      BL,,34.0473,-118.2701
240109835,4/1/2024 0:00,4/1/2024 0:00,1250,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,2021 2048 1822 0400 0910 0417,60,M,B,903,MTA - RED LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH                          ST,FLOWER                       ST,34.049,-118.2592
240310624,5/19/2024 0:00,5/18/2024 0:00,430,3,Southwest,315,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2200 W  24TH                         ST,,34.0349,-118.3148
241504521,1/10/2024 0:00,1/4/2024 0:00,1800,15,N Hollywood,1585,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,405,CLOTHING STORE,,,AA,Adult Arrest,442,,,,11200    VENTURA                      BL,,34.143,-118.3727
241310658,6/24/2024 0:00,6/24/2024 0:00,1825,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,20TH                         ST,LONG BEACH                   AV,34.0188,-118.2432
240611587,9/2/2024 0:00,1/2/2024 0:00,1340,6,Hollywood,636,2,946,OTHER MISCELLANEOUS CRIME,0921 1528,38,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,999,,,6700    FRANKLIN                     PL,,34.1042,-118.3362
240907436,3/31/2024 0:00,3/30/2024 0:00,1615,9,Van Nuys,911,1,210,ROBBERY,1822 0448 0444 0344 0945 1420,0,X,X,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6400 N  SEPULVEDA                    BL,,34.1938,-118.4702
240605449,1/27/2024 0:00,1/25/2024 0:00,2112,6,Hollywood,626,1,330,BURGLARY FROM VEHICLE,1300 1609 1307,31,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,FRANKLIN                     AV,IVAR                         AV,34.1053,-118.329
241406785,3/1/2024 0:00,2/6/2024 0:00,1200,14,Pacific,1479,2,354,THEFT OF IDENTITY,377,57,M,W,101,STREET,,,IC,Invest Cont,354,,,,7700    HINDRY                       AV,,33.9673,-118.3748
241413889,10/6/2024 0:00,10/5/2024 0:00,1750,14,Pacific,1444,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,4200    LINCOLN                      BL,,33.9868,-118.4444
241305457,2/1/2024 0:00,1/31/2024 0:00,2330,13,Newton,1347,1,210,ROBBERY,1822 0344 0302 0337 1252 1309,52,F,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,1800 E  MARTIN LUTHER KING JR        BL,,34.0098,-118.2413
240215412,10/2/2024 0:00,10/2/2024 0:00,1400,2,Rampart,269,1,510,VEHICLE - STOLEN,,23,M,W,108,PARKING LOT,,,AO,Adult Other,510,,,,1500 W  8TH                          ST,,34.0511,-118.2707
251004021,1/2/2025 0:00,12/23/2024 0:00,2030,10,West Valley,1065,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344,40,F,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,5500    ZELZAH                       AV,,34.1707,-118.522
240611481,8/28/2024 0:00,8/27/2024 0:00,648,6,Hollywood,648,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,36,M,H,503,HOTEL,,,IC,Invest Cont,331,,,,1600 N  WESTERN                      AV,,34.1001,-118.3092
240510004,7/8/2024 0:00,7/8/2024 0:00,530,5,Harbor,525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 W  D                            ST,,33.7736,-118.2724
240507700,4/7/2024 0:00,4/7/2024 0:00,1700,5,Harbor,583,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 1402,32,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,998,,,25TH,WESTERN,33.723,-118.3129
241513351,9/2/2024 0:00,9/1/2024 0:00,745,15,N Hollywood,1503,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6800    BELLINGHAM                   AV,,34.1939,-118.3987
241309471,5/18/2024 0:00,5/18/2024 0:00,100,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,1307 0344,25,M,B,101,STREET,,,IC,Invest Cont,330,,,,COMPTON                      AV,E  WASHINGTON                   ST,34.0209,-118.2439
241712978,9/20/2024 0:00,5/19/2024 0:00,1000,17,Devonshire,1757,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,45,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,16900    DEVONSHIRE                   ST,,34.2575,-118.5004
241310979,7/3/2024 0:00,6/30/2024 0:00,2200,13,Newton,1373,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,M,W,238,TELECOMMUNICATION FACILITY/LOCATION,,,IC,Invest Cont,341,,,,5500    AVALON                       BL,,33.9925,-118.2652
241807402,3/12/2024 0:00,3/12/2024 0:00,630,18,Southeast,1841,2,624,BATTERY - SIMPLE ASSAULT,1300 1220 0400,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,106TH                        ST,BROADWAY,33.9367,-118.2871
241404089,1/3/2024 0:00,1/2/2024 0:00,345,14,Pacific,1427,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400 S  SEPULVEDA                    BL,,34.0212,-118.4238
240112635,6/10/2024 0:00,6/10/2024 0:00,1855,1,Central,138,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  ALAMEDA                      ST,,34.0468,-118.2415
241304056,1/2/2024 0:00,1/1/2024 0:00,2100,13,Newton,1347,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,41ST,LONG BEACH,34.0072,-118.2432
241610559,9/27/2024 0:00,9/26/2024 0:00,1342,16,Foothill,1681,2,354,THEFT OF IDENTITY,0377 1822 1202 0929 0930,74,M,J,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12200    ART                          ST,,34.2275,-118.4006
241107019,3/27/2024 0:00,3/19/2024 0:00,1500,11,Northeast,1132,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3400    HUXLEY                       ST,,34.1158,-118.2732
241510681,5/23/2024 0:00,4/19/2024 0:00,940,15,N Hollywood,1546,2,354,THEFT OF IDENTITY,930,37,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5300    LEMP                         AV,,34.1667,-118.3845
241709709,5/16/2024 0:00,5/14/2024 0:00,1800,17,Devonshire,1767,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1602 0385 0329,32,F,H,101,STREET,,,IC,Invest Cont,331,,,,18500    PRAIRIE                      ST,,34.2442,-118.5362
241406728,2/29/2024 0:00,2/28/2024 0:00,100,14,Pacific,1415,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    APPLETON                     WY,,34.0038,-118.4553
241905620,2/11/2024 0:00,2/11/2024 0:00,2155,19,Mission,1917,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,13,F,H,720,JUNIOR HIGH SCHOOL,,,JO,Juv Other,956,,,,14100    PADDOCK                      ST,,34.3128,-118.4415
240700535,1/30/2024 0:00,1/29/2024 0:00,2330,7,Wilshire,723,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1309 1300 1402 1605 0329 1822 0216,59,M,W,101,STREET,,,IC,Invest Cont,410,998,,,100 S  LA JOLLA                     AV,,34.0743,-118.368
240405919,2/27/2024 0:00,2/26/2024 0:00,1545,4,Hollenbeck,422,1,761,BRANDISH WEAPON,0216 0334 0371 0906,18,M,H,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,761,,,,THOMAS                       ST,BALDWIN                      ST,34.0703,-118.2052
240905054,1/31/2024 0:00,1/30/2024 0:00,2230,9,Van Nuys,901,1,330,BURGLARY FROM VEHICLE,0344 1300 1307,36,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,15300    SHERMAN                      WY,,34.2012,-118.4725
241605414,2/16/2024 0:00,1/19/2024 0:00,1415,16,Foothill,1619,2,354,THEFT OF IDENTITY,1822 1202 0930,62,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100    PROVENCE                     LN,,34.2707,-118.2917
241513941,9/20/2024 0:00,9/16/2024 0:00,1800,15,N Hollywood,1523,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,6100    WHITSETT                     AV,,34.1849,-118.4095
241605270,2/11/2024 0:00,2/11/2024 0:00,1920,16,Foothill,1681,2,888,TRESPASSING,0913 1202 1501,79,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,,,,8700    SHARP                        AV,,34.2278,-118.4051
241604405,1/14/2024 0:00,1/13/2024 0:00,720,16,Foothill,1673,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 1310 0416,36,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,,,,8700    LANKERSHIM                   BL,,34.2271,-118.3878
242106032,2/20/2024 0:00,2/17/2024 0:00,2330,21,Topanga,2103,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),385,44,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,,,,22700    NAPA                         ST,,34.226,-118.6214
242004546,1/16/2024 0:00,1/16/2024 0:00,1510,20,Olympic,2013,2,624,BATTERY - SIMPLE ASSAULT,2047 0400 0429 0444 1202 1822,80,F,O,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOBART                       BL,3RD                          ST,34.069,-118.3054
240119644,10/4/2024 0:00,9/27/2024 0:00,2345,1,Central,142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2014,42,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,W  3RD,S  GRAND,34.0531,-118.2512
240614123,12/26/2024 0:00,12/26/2024 0:00,1040,6,Hollywood,678,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,0,X,X,102,SIDEWALK,,,IC,Invest Cont,440,,,,1000 N  WESTERN                      AV,,34.0885,-118.3092
242011172,8/20/2024 0:00,8/17/2024 0:00,2300,20,Olympic,2033,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,36,F,C,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,341,,,,3700    WILSHIRE                     BL,,34.0617,-118.3066
241414280,10/16/2024 0:00,10/16/2024 0:00,1546,14,Pacific,1489,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,46,M,H,223,VIDEO RENTAL STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,5200 W  98TH                         ST,,33.9469,-118.3703
240710284,7/24/2024 0:00,7/23/2024 0:00,1400,7,Wilshire,788,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000 W  23RD                         ST,,34.0362,-118.3284
240104953,1/15/2024 0:00,1/15/2024 0:00,100,1,Central,101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0400 0416,0,X,X,503,HOTEL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,1300 W  SUNSET                       BL,,34.0685,-118.246
240410786,10/14/2024 0:00,10/11/2024 0:00,2330,4,Hollenbeck,421,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,29,M,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,1700    ALBION                       ST,,34.0675,-118.224
240309674,4/24/2024 0:00,4/24/2024 0:00,1500,3,Southwest,358,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0416 0445 0449 1202,70,F,W,102,SIDEWALK,308,STICK,IC,Invest Cont,230,,,,FLOWER                       ST,JEFFERSON                    BL,34.0215,-118.2868
240910892,8/13/2024 0:00,8/12/2024 0:00,2300,9,Van Nuys,914,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6900    VESPER                       AV,,34.1961,-118.451
252104040,1/14/2025 0:00,1/14/2025 0:00,1457,21,Topanga,2139,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,12,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,7300    WINNETKA                     AV,,34.2035,-118.571
251104155,3/4/2025 0:00,2/25/2025 0:00,1445,11,Northeast,1186,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,101,STREET,,,IC,Invest Cont,946,,,,1800    ACADEMY                      DR,,34.0807,-118.2425
250504256,3/28/2025 0:00,3/27/2025 0:00,1200,5,Harbor,599,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2500    NAVY                         WY,,33.7315,-118.2399
250504248,3/20/2025 0:00,3/6/2025 0:00,1400,5,Harbor,559,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1500    BARRACUDA                    ST,,33.7379,-118.2639
250504142,2/10/2025 0:00,2/5/2025 0:00,1430,5,Harbor,523,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,2000    JOHN S GIBSON                BL,,33.7566,-118.2896
251304159,2/22/2025 0:00,2/18/2025 0:00,1550,13,Newton,1341,1,210,ROBBERY,0400 0334 0337 0344,15,M,H,720,JUNIOR HIGH SCHOOL,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,3500 S  HILL                         ST,,34.0183,-118.2757
250304163,2/10/2025 0:00,2/8/2025 0:00,1900,3,Southwest,357,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,1100 W  37TH                         PL,,34.02,-118.2915
251804137,2/10/2025 0:00,2/6/2025 0:00,2100,18,Southeast,1846,2,813,CHILD ANNOYING (17YRS & UNDER),1822 1259 1251 1912 1913,16,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,11400    SUCCESS                      AV,,33.9305,-118.2493
250304065,1/18/2025 0:00,1/18/2025 0:00,1323,3,Southwest,338,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3100 S  HOOVER                       ST,,34.0268,-118.2896
250504205,2/28/2025 0:00,1/23/2025 0:00,2054,5,Harbor,529,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,300 E  HARRY BRIDGE                 BL,,33.7753,-118.2456
251000502,3/2/2025 0:00,3/2/2025 0:00,1750,10,West Valley,1049,2,946,OTHER MISCELLANEOUS CRIME,2004 1822,0,M,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,946,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
251904062,1/24/2025 0:00,1/24/2025 0:00,1343,19,Mission,1994,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,406,OTHER STORE,,,IC,Invest Cont,745,,,,14500    LANARK                       ST,,34.2184,-118.4547
251704164,3/3/2025 0:00,2/28/2025 0:00,1315,17,Devonshire,1717,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 2024,53,M,O,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11200    GOTHIC                       AV,,34.2737,-118.4887
250504096,1/30/2025 0:00,1/20/2025 0:00,1347,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250300001,1/20/2025 0:00,1/20/2025 0:00,1230,3,Southwest,357,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600 S  VERMONT                      AV,,34.0219,-118.2959
251204137,1/31/2025 0:00,1/31/2025 0:00,910,12,77th Street,1207,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1258 0302 0216 0213 0202 0443 1251 1822,10,M,B,704,ELEMENTARY SCHOOL,104,SHOTGUN,IC,Invest Cont,230,,,,800 W  51ST                         ST,,33.9964,-118.2872
250304223,2/25/2025 0:00,2/25/2025 0:00,1900,3,Southwest,328,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3100 S  FIGUEROA                     ST,,34.0268,-118.2808
250404134,3/5/2025 0:00,3/5/2025 0:00,800,4,Hollenbeck,443,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200    CORNWELL                     ST,,34.0574,-118.204
250504155,2/11/2025 0:00,1/30/2025 0:00,1927,5,Harbor,523,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2000    JOHN S GIBSON                BL,,33.7566,-118.2896
250404106,2/22/2025 0:00,2/19/2025 0:00,1730,4,Hollenbeck,443,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400    PLAYGROUND                   ST,,34.0605,-118.2004
251304117,2/6/2025 0:00,2/6/2025 0:00,1547,13,Newton,1385,1,210,ROBBERY,0352 1221 0344 0432 0337 1309,16,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,CENTRAL                      AV,SLAUSON,33.9893,-118.2565
250504204,2/26/2025 0:00,2/26/2025 0:00,700,5,Harbor,523,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,2100    JOHN S GIBSON                BL,,33.7567,-118.2895
250304057,1/16/2025 0:00,1/16/2025 0:00,730,3,Southwest,328,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3000 S  ROYAL                        ST,,34.0263,-118.2808
251304094,1/31/2025 0:00,1/30/2025 0:00,2306,13,Newton,1321,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,42,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,1900    MAPLE                        AV,,34.0289,-118.2686
250304253,3/5/2025 0:00,3/4/2025 0:00,1930,3,Southwest,357,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,1300 W  JEFFERSON                    BL,,34.0255,-118.2948
250704217,3/27/2025 0:00,3/21/2025 0:00,1550,7,Wilshire,702,1,210,ROBBERY,344,16,M,H,124,BUS STOP,102,HAND GUN,IC,Invest Cont,210,,,,7800    MELROSE                      AV,,34.0838,-118.3595
251404025,1/6/2025 0:00,1/1/2025 0:00,1550,14,Pacific,1495,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6100 W  94TH                         ST,,33.9523,-118.3906
250504147,2/10/2025 0:00,2/5/2025 0:00,1930,5,Harbor,523,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,2000    JOHN S GIBSON                BL,,33.7566,-118.2896
250304179,2/15/2025 0:00,2/14/2025 0:00,1200,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3700    WATT                         WY,,34.0228,-118.2862
250304191,2/19/2025 0:00,2/18/2025 0:00,1400,3,Southwest,378,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,600    EXPOSITION PARK              DR,,34.0138,-118.2844
251904060,1/22/2025 0:00,1/18/2025 0:00,1100,19,Mission,1916,1,310,BURGLARY,0344 0329,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,13000    BORDEN                       AV,,34.3061,-118.4414
250504148,2/10/2025 0:00,2/5/2025 0:00,1930,5,Harbor,523,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,2000    JOHN S GIBSON                BL,,33.7566,-118.2896
251104122,2/18/2025 0:00,2/14/2025 0:00,504,11,Northeast,1101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,745,,,,5200    ZOO                          DR,,34.1538,-118.3092
250504258,3/28/2025 0:00,3/1/2025 0:00,1200,5,Harbor,599,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2500    NAVY                         WY,,33.7315,-118.2399
251804177,2/25/2025 0:00,2/24/2025 0:00,2230,18,Southeast,1822,1,648,ARSON,1822 0329,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,648,,,,400 W  98TH                         ST,,33.9472,-118.2802
250800501,2/6/2025 0:00,2/6/2025 0:00,1002,8,West LA,898,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 0444 1817 0342 2024 0446 0913,17,M,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,2900 S  ROBERTSON                    BL,,34.0348,-118.3893
250504255,3/28/2025 0:00,3/27/2025 0:00,1200,5,Harbor,599,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2500    NAVY                         WY,,33.7315,-118.2399
250304096,1/28/2025 0:00,1/27/2025 0:00,1800,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,900 W  37TH                         PL,,34.0199,-118.2909
251904114,2/10/2025 0:00,2/10/2025 0:00,1539,19,Mission,1958,2,624,BATTERY - SIMPLE ASSAULT,1251 0416 0419 1259,17,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WOODALE,HOYT,34.2518,-118.4398
250704214,3/17/2025 0:00,3/6/2025 0:00,1330,7,Wilshire,721,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 N  CLARK                        DR,,34.0753,-118.3849
251104173,3/18/2025 0:00,3/12/2025 0:00,1300,11,Northeast,1117,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1815 1251 0416 1820,14,F,B,721,HIGH SCHOOL,212,BOTTLE,IC,Invest Cont,930,,,,1700    YOSEMITE                     DR,,34.1331,-118.2042
250304107,1/30/2025 0:00,1/23/2025 0:00,1012,3,Southwest,359,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400 S  FIGUEROA                     ST,,34.022,-118.28
251404080,1/14/2025 0:00,1/14/2025 0:00,15,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,700    WORLD WY,,33.9431,-118.401
2504,3/17/2025 0:00,3/6/2025 0:00,1330,7,Wilshire,721,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 N  CLARK                        DR,,34.0753,-118.3849
250504149,2/10/2025 0:00,1/27/2025 0:00,2034,5,Harbor,559,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,300    TERMINAL                     WY,,33.7408,-118.2678
251704146,2/25/2025 0:00,2/24/2025 0:00,1413,17,Devonshire,1717,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0401 0522 0533 0551 0913 1814 1815 2024 0500 1259,15,F,H,721,HIGH SCHOOL,,,IC,Invest Cont,810,,,,11200    GOTHIC                       AV,,34.2737,-118.4887
251104095,2/4/2025 0:00,2/3/2025 0:00,1650,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 1302 0307,32,M,A,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
